Unannotated Annotated CDSs
GB_GCA_002428455.1 1060 1038 2098
GB_GCA_002716285.1 521 949 1470
GB_GCA_002304675.1 482 373 855
GB_GCA_002390645.1 1298 882 2180
GB_GCA_002696825.1 383 900 1283
GB_GCA_002380055.1 1662 1999 3661
GB_GCA_002354065.1 844 784 1628
GB_GCA_002841905.1 1701 843 2544
GB_GCA_002500765.1 2008 2492 4500
GB_GCA_002415785.1 1770 1226 2996
GB_GCA_002726075.1 561 968 1529
GB_GCA_002772455.1 609 399 1008
GB_GCA_002344305.1 1630 1669 3299
GB_GCA_002493755.1 695 746 1441
GB_GCA_002310055.1 896 832 1728
GB_GCA_002299965.1 531 707 1238
GB_GCA_002394755.1 715 759 1474
GB_GCA_002371375.1 1220 917 2137
GB_GCA_002709265.1 553 532 1085
GB_GCA_002710765.1 850 894 1744
GB_GCA_002361275.1 931 851 1782
GB_GCA_002402195.1 1151 683 1834
GB_GCA_002364745.1 2063 2681 4744
GB_GCA_002437665.1 495 406 901
GB_GCA_002314685.1 659 826 1485
GB_GCA_002725445.1 839 812 1651
GB_GCA_002773575.1 480 406 886
GB_GCA_002790255.1 205 267 472
GB_GCA_002435595.1 1768 1975 3743
GB_GCA_002345425.1 561 827 1388
GB_GCA_002436595.1 913 743 1656
GB_GCA_002402165.1 1636 1074 2710
GB_GCA_002418355.1 2477 1878 4355
GB_GCA_002482565.1 1977 1804 3781
GB_GCA_002753745.1 1165 1112 2277
GB_GCA_002701865.1 320 716 1036
GB_GCA_002792355.1 519 378 897
GB_GCA_002451285.1 916 1094 2010
GB_GCA_002773855.1 515 408 923
GB_GCA_002409285.1 1150 1571 2721
GB_GCA_002423705.1 1682 1925 3607
GB_GCA_002379495.1 1881 1163 3044
GB_GCA_002432795.1 945 934 1879
GB_GCA_002436085.1 926 943 1869
GB_GCA_002381545.1 395 346 741
GB_GCA_002425775.1 1083 1472 2555
GB_GCA_002632185.1 827 1279 2106
GB_GCA_002722215.1 545 642 1187
GB_GCA_002329325.1 1361 1457 2818
GB_GCA_002368815.1 1012 889 1901
GB_GCA_002309475.1 799 683 1482
GB_GCA_002319875.1 1452 1594 3046
GB_GCA_002436405.1 902 862 1764
GB_GCA_002434745.1 433 339 772
GB_GCA_002441085.1 1075 105 1180
GB_GCA_002774655.1 309 258 567
GB_GCA_002399935.1 975 1075 2050
GB_GCA_002238725.1 1743 2221 3964
GB_GCA_002306055.1 883 992 1875
GB_GCA_002384705.1 853 1149 2002
GB_GCA_002716105.1 1328 1330 2658
GB_GCA_002390485.1 773 1404 2177
GB_GCA_002403055.1 966 915 1881
GB_GCA_002796125.1 779 988 1767
GB_GCA_002715585.1 1182 773 1955
GB_GCA_002355235.1 744 511 1255
GB_GCA_002839155.1 864 935 1799
GB_GCA_002718895.1 532 676 1208
GB_GCA_002493785.1 886 817 1703
GB_GCA_002783105.1 587 428 1015
GB_GCA_002322415.1 342 392 734
GB_GCA_002342365.1 839 1432 2271
GB_GCA_002316215.1 1414 1328 2742
GB_GCA_002687905.1 309 306 615
GB_GCA_002746605.1 940 1121 2061
GB_GCA_002298355.1 592 663 1255
GB_GCA_002396205.1 1571 876 2447
GB_GCA_002343265.1 1176 909 2085
GB_GCA_002452295.1 1200 1391 2591
GB_GCA_002403385.1 692 1073 1765
GB_GCA_002305755.1 739 1083 1822
GB_GCA_002424525.1 1668 1451 3119
GB_GCA_002314835.1 697 687 1384
GB_GCA_002708445.1 681 759 1440
GB_GCA_002686445.1 560 376 936
GB_GCA_002796975.1 1873 2295 4168
GB_GCA_002713045.1 397 629 1026
GB_GCA_002449505.1 1384 832 2216
GB_GCA_002701605.1 311 757 1068
GB_GCA_002697665.1 300 676 976
GB_GCA_002402965.1 1311 1268 2579
GB_GCA_002309375.1 960 759 1719
GB_GCA_002416285.1 890 614 1504
GB_GCA_002353715.1 991 879 1870
GB_GCA_002279935.1 2679 1664 4343
GB_GCA_002257205.1 2685 2221 4906
GB_GCA_002436685.1 943 813 1756
GB_GCA_002697625.1 732 761 1493
GB_GCA_002701365.1 606 711 1317
GB_GCA_002483055.1 1601 1640 3241
GB_GCA_002317435.1 1260 809 2069
GB_GCA_002727295.1 641 986 1627
GB_GCA_002428285.1 502 331 833
GB_GCA_002454225.1 1062 1501 2563
GB_GCA_002726155.1 1422 1842 3264
GB_GCA_002693335.1 758 832 1590
GB_GCA_002278855.1 919 1355 2274
GB_GCA_002706465.1 423 484 907
GB_GCA_002347755.1 596 757 1353
GB_GCA_002423395.1 910 982 1892
GB_GCA_002399265.1 1337 1273 2610
GB_GCA_002422065.1 1449 1079 2528
GB_GCA_002401225.1 1475 798 2273
GB_GCA_002360675.1 943 1216 2159
GB_GCA_002784385.1 258 219 477
GB_GCA_002686365.1 608 328 936
GB_GCA_002484125.1 1326 2459 3785
GB_GCA_002422305.1 1470 171 1641
GB_GCA_002733025.1 978 1744 2722
GB_GCA_002308895.1 570 738 1308
GB_GCA_002382525.1 2225 1397 3622
GB_GCA_002431265.1 713 627 1340
GB_GCA_002838065.1 2691 2931 5622
GB_GCA_002711125.1 699 813 1512
GB_GCA_002393555.1 1419 965 2384
GB_GCA_002294105.1 1349 1216 2565
GB_GCA_002383725.1 2106 2930 5036
GB_GCA_002698845.1 371 865 1236
GB_GCA_002685915.1 1229 2261 3490
GB_GCA_002696965.1 367 452 819
GB_GCA_002414505.1 1657 1518 3175
GB_GCA_002685115.1 514 632 1146
GB_GCA_002448335.1 746 828 1574
GB_GCA_002396065.1 444 774 1218
GB_GCA_002720635.1 884 792 1676
GB_GCA_002790115.1 560 438 998
GB_GCA_002491305.1 883 824 1707
GB_GCA_002796325.1 863 981 1844
GB_GCA_002408105.1 1277 1376 2653
GB_GCA_002362485.1 1226 917 2143
GB_GCA_002309345.1 1228 1219 2447
GB_GCA_002411345.1 1289 1154 2443
GB_GCA_002304855.1 168 259 427
GB_GCA_002329365.1 935 1027 1962
GB_GCA_002706765.1 4154 2082 6236
GB_GCA_002430285.1 1069 1290 2359
GB_GCA_002737705.1 809 830 1639
GB_GCA_002718715.1 831 562 1393
GB_GCA_002469915.1 1242 1118 2360
GB_GCA_002708105.1 287 710 997
GB_GCA_002689185.1 586 752 1338
GB_GCA_002437585.1 1034 1086 2120
GB_GCA_002690685.1 1080 1765 2845
GB_GCA_002710495.1 674 729 1403
GB_GCA_002482725.1 2184 1340 3524
GB_GCA_002747515.1 575 450 1025
GB_GCA_002354555.1 1133 1594 2727
GB_GCA_002420945.1 346 751 1097
GB_GCA_002358895.1 466 716 1182
GB_GCA_002316595.1 563 789 1352
GB_GCA_002315975.1 759 834 1593
GB_GCA_002344715.1 564 402 966
GB_GCA_002350345.1 578 743 1321
GB_GCA_002450835.1 402 793 1195
GB_GCA_002335875.1 1394 880 2274
GB_GCA_002779045.1 1443 1022 2465
GB_GCA_002401955.1 2319 1181 3500
GB_GCA_002730655.1 637 542 1179
GB_GCA_002716725.1 584 583 1167
GB_GCA_002351735.1 1331 1083 2414
GB_GCA_002737625.1 569 646 1215
GB_GCA_002367305.1 829 909 1738
GB_GCA_002709565.1 1011 1120 2131
GB_GCA_002393675.1 663 1198 1861
GB_GCA_002296975.1 2065 1150 3215
GB_GCA_002730985.1 610 621 1231
GB_GCA_002373755.1 1299 835 2134
GB_GCA_002700335.1 1121 941 2062
GB_GCA_002432025.1 690 732 1422
GB_GCA_002382615.1 388 671 1059
GB_GCA_002297165.1 943 680 1623
GB_GCA_002375965.1 1235 1550 2785
GB_GCA_002373855.1 909 764 1673
GB_GCA_002393545.1 578 831 1409
GB_GCA_002687895.1 397 354 751
GB_GCA_002350025.1 938 799 1737
GB_GCA_002281975.1 1410 1636 3046
GB_GCA_002308235.1 985 948 1933
GB_GCA_002351015.1 1572 1040 2612
GB_GCA_002718035.1 495 601 1096
GB_GCA_002341805.1 857 942 1799
GB_GCA_002328665.1 979 1191 2170
GB_GCA_002400975.1 1511 853 2364
GB_GCA_002772595.1 553 418 971
GB_GCA_002403095.1 1025 1083 2108
GB_GCA_002377605.1 994 1106 2100
GB_GCA_002476575.1 617 702 1319
GB_GCA_002696275.1 795 784 1579
GB_GCA_002328495.1 1063 1290 2353
GB_GCA_002705205.1 496 566 1062
GB_GCA_002390155.1 577 712 1289
GB_GCA_002688065.1 484 324 808
GB_GCA_002412885.1 2303 1535 3838
GB_GCA_002396335.1 685 651 1336
GB_GCA_002721545.1 616 1237 1853
GB_GCA_002295535.1 1469 1822 3291
GB_GCA_002714645.1 291 279 570
GB_GCA_002737665.1 662 707 1369
GB_GCA_002733155.1 1261 1084 2345
GB_GCA_002732645.1 863 824 1687
GB_GCA_002425415.1 1047 1048 2095
GB_GCA_002719155.1 587 767 1354
GB_GCA_002786175.1 1461 1101 2562
GB_GCA_002771445.1 526 455 981
GB_GCA_002473305.1 854 1108 1962
GB_GCA_002452515.1 1275 1085 2360
GB_GCA_002716625.1 1661 1222 2883
GB_GCA_002433205.1 733 1477 2210
GB_GCA_002298815.1 1178 764 1942
GB_GCA_002390145.1 491 746 1237
GB_GCA_002347035.1 721 942 1663
GB_GCA_002282945.1 2544 1723 4267
GB_GCA_002701115.1 560 659 1219
GB_GCA_002388125.1 881 3184 4065
GB_GCA_002790845.1 541 453 994
GB_GCA_002372195.1 1721 1002 2723
GB_GCA_002294225.1 666 1000 1666
GB_GCA_002863125.1 963 944 1907
GB_GCA_002413795.1 358 380 738
GB_GCA_002771095.1 515 361 876
GB_GCA_002390675.1 2271 2016 4287
GB_GCA_002696125.1 643 1400 2043
GB_GCA_002440275.1 649 682 1331
GB_GCA_002774445.1 456 690 1146
GB_GCA_002480495.1 1654 1945 3599
GB_GCA_002685255.1 931 1624 2555
GB_GCA_002333005.1 1527 1325 2852
GB_GCA_002405195.1 907 966 1873
GB_GCA_002319925.1 2104 1833 3937
GB_GCA_002426825.1 443 618 1061
GB_GCA_002722435.1 1355 553 1908
GB_GCA_002770715.1 429 388 817
GB_GCA_002412555.1 1865 1521 3386
GB_GCA_002694075.1 787 1270 2057
GB_GCA_002395695.1 616 944 1560
GB_GCA_002788555.1 233 308 541
GB_GCA_002327965.1 1131 1062 2193
GB_GCA_002456955.1 369 824 1193
GB_GCA_002696035.1 1914 1521 3435
GB_GCA_002748225.1 609 656 1265
GB_GCA_002789135.1 1739 1773 3512
GB_GCA_002683345.1 851 679 1530
GB_GCA_002715565.1 588 651 1239
GB_GCA_002704965.1 704 845 1549
GB_GCA_002470515.1 1431 1700 3131
GB_GCA_002314725.1 861 614 1475
GB_GCA_002435385.1 2941 165 3106
GB_GCA_002710615.1 1295 2017 3312
GB_GCA_002345845.1 2212 2356 4568
GB_GCA_002340935.1 857 1134 1991
GB_GCA_002428205.1 3268 1440 4708
GB_GCA_002737315.1 540 681 1221
GB_GCA_002707825.1 327 307 634
GB_GCA_002862785.1 1099 925 2024
GB_GCA_002335045.1 370 872 1242
GB_GCA_002281935.1 1511 1510 3021
GB_GCA_002346385.1 569 738 1307
GB_GCA_002707205.1 908 1099 2007
GB_GCA_002337055.1 1331 1769 3100
GB_GCA_002480215.1 898 797 1695
GB_GCA_002494015.1 1149 999 2148
GB_GCA_002717515.1 1225 1024 2249
GB_GCA_002378125.1 1354 1793 3147
GB_GCA_002786225.1 2000 1389 3389
GB_GCA_002423035.1 2003 1904 3907
GB_GCA_002325645.1 2658 1708 4366
GB_GCA_002396825.1 737 895 1632
GB_GCA_002773915.1 434 317 751
GB_GCA_002779395.1 897 1007 1904
GB_GCA_002293665.1 988 877 1865
GB_GCA_002336545.1 1588 1018 2606
GB_GCA_900186535.1 1674 1920 3594
GB_GCA_002781065.1 1253 975 2228
GB_GCA_002687715.1 2923 1645 4568
GB_GCA_002293585.1 1013 744 1757
GB_GCA_002351955.1 2243 1318 3561
GB_GCA_002705995.1 2394 1609 4003
GB_GCA_002297555.1 632 861 1493
GB_GCA_002793535.1 451 376 827
GB_GCA_002345505.1 735 832 1567
GB_GCA_002441875.1 1147 816 1963
GB_GCA_002293295.1 1525 1005 2530
GB_GCA_002414805.1 2305 1189 3494
GB_GCA_002395155.1 1275 1057 2332
GB_GCA_002841885.1 1586 1950 3536
GB_GCA_002344425.1 414 345 759
GB_GCA_002320315.1 676 950 1626
GB_GCA_002422905.1 2682 1494 4176
GB_GCA_002362575.1 1318 1134 2452
GB_GCA_002312915.1 1343 1376 2719
GB_GCA_002694645.1 382 424 806
GB_GCA_002692635.1 731 1198 1929
GB_GCA_002470275.1 950 1453 2403
GB_GCA_002700145.1 2355 2564 4919
GB_GCA_002472275.1 619 502 1121
GB_GCA_002390615.1 1232 843 2075
GB_GCA_002362995.1 1038 940 1978
GB_GCA_002703575.1 878 718 1596
GB_GCA_002841595.1 1244 1425 2669
GB_GCA_002315315.1 625 562 1187
GB_GCA_002727735.1 898 793 1691
GB_GCA_002409105.1 771 947 1718
GB_GCA_002723085.1 1156 969 2125
GB_GCA_002471405.1 409 633 1042
GB_GCA_002256785.1 1274 1420 2694
GB_GCA_002862085.1 2071 1372 3443
GB_GCA_002839435.1 2691 1526 4217
GB_GCA_002714765.1 1726 2497 4223
GB_GCA_002428995.1 2732 1450 4182
GB_GCA_002726915.1 1635 1302 2937
GB_GCA_002364735.1 1397 1315 2712
GB_GCA_002238945.1 1345 629 1974
GB_GCA_002692865.1 1187 1476 2663
GB_GCA_002321395.1 639 613 1252
GB_GCA_002362625.1 649 681 1330
GB_GCA_002316015.1 1062 945 2007
GB_GCA_002423865.1 1482 1968 3450
GB_GCA_002717605.1 513 540 1053
GB_GCA_002708885.1 1493 1138 2631
GB_GCA_002403515.1 751 914 1665
GB_GCA_002349345.1 911 828 1739
GB_GCA_002314455.1 801 871 1672
GB_GCA_002454975.1 1064 1703 2767
GB_GCA_002348525.1 972 841 1813
GB_GCA_002281415.1 1138 1342 2480
GB_GCA_002720375.1 723 637 1360
GB_GCA_002491565.1 1686 1595 3281
GB_GCA_002481585.1 1244 1371 2615
GB_GCA_002407645.1 478 738 1216
GB_GCA_002783865.1 1333 1345 2678
GB_GCA_002492415.1 1222 1165 2387
GB_GCA_002315255.1 749 787 1536
GB_GCA_002492255.1 706 761 1467
GB_GCA_002787895.1 381 344 725
GB_GCA_002366885.1 1034 813 1847
GB_GCA_002329225.1 863 750 1613
GB_GCA_002708465.1 1145 857 2002
GB_GCA_002699745.1 522 590 1112
GB_GCA_002482705.1 2665 1346 4011
GB_GCA_002354335.1 1958 1594 3552
GB_GCA_002706265.1 1323 1691 3014
GB_GCA_002428825.1 804 859 1663
GB_GCA_002720455.1 1284 966 2250
GB_GCA_002706305.1 1227 1111 2338
GB_GCA_002308955.1 996 944 1940
GB_GCA_002364615.1 1595 1917 3512
GB_GCA_002311975.1 970 820 1790
GB_GCA_002426555.1 656 754 1410
GB_GCA_002771315.1 1305 1318 2623
GB_GCA_002721375.1 1398 1163 2561
GB_GCA_002380665.1 627 843 1470
GB_GCA_002789455.1 491 478 969
GB_GCA_002401295.1 1496 1208 2704
GB_GCA_002401425.1 830 405 1235
GB_GCA_002783505.1 1792 2275 4067
GB_GCA_002418005.1 738 1253 1991
GB_GCA_002349815.1 1170 982 2152
GB_GCA_002470355.1 618 603 1221
GB_GCA_002395245.1 1403 1025 2428
GB_GCA_002325785.1 1371 1214 2585
GB_GCA_002708005.1 889 811 1700
GB_GCA_002791805.1 775 574 1349
GB_GCA_002684655.1 1741 1204 2945
GB_GCA_002716065.1 1063 950 2013
GB_GCA_002427605.1 880 821 1701
GB_GCA_002373165.1 1319 981 2300
GB_GCA_002492045.1 633 762 1395
GB_GCA_002483305.1 1595 1385 2980
GB_GCA_002840735.1 2009 1717 3726
GB_GCA_002693775.1 757 828 1585
GB_GCA_002790435.1 231 236 467
GB_GCA_002298005.1 957 820 1777
GB_GCA_002335145.1 1232 427 1659
GB_GCA_002255905.1 1165 1758 2923
GB_GCA_002480405.1 2129 1622 3751
GB_GCA_002373565.1 365 602 967
GB_GCA_002701845.1 2039 2247 4286
GB_GCA_002691505.1 1151 1018 2169
GB_GCA_002323215.1 450 350 800
GB_GCA_002718055.1 798 1278 2076
GB_GCA_002257375.1 591 1196 1787
GB_GCA_002483285.1 1801 1275 3076
GB_GCA_002490705.1 1723 1473 3196
GB_GCA_002311635.1 2260 1849 4109
GB_GCA_002709305.1 1062 944 2006
GB_GCA_002320355.1 431 304 735
GB_GCA_002315625.1 929 788 1717
GB_GCA_002453315.1 1356 1932 3288
GB_GCA_002434675.1 511 397 908
GB_GCA_002483265.1 2670 1424 4094
GB_GCA_002319965.1 622 1170 1792
GB_GCA_002349105.1 1655 1201 2856
GB_GCA_002359815.1 1916 2109 4025
GB_GCA_002329385.1 526 366 892
GB_GCA_002353825.1 1822 1286 3108
GB_GCA_002255925.1 1743 2202 3945
GB_GCA_002431175.1 3181 3384 6565
GB_GCA_002422025.1 376 324 700
GB_GCA_002378075.1 1489 1022 2511
GB_GCA_002372665.1 729 1104 1833
GB_GCA_002238805.1 2442 1219 3661
GB_GCA_002290555.1 827 919 1746
GB_GCA_002792735.1 524 443 967
GB_GCA_002377055.1 1767 1650 3417
GB_GCA_002379585.1 1577 2813 4390
GB_GCA_002421605.1 1589 1846 3435
GB_GCA_002412935.1 1596 157 1753
GB_GCA_002684915.1 2740 1187 3927
GB_GCA_002304835.1 517 856 1373
GB_GCA_002400365.1 2327 1816 4143
GB_GCA_002770975.1 3352 1849 5201
GB_GCA_002483135.1 2531 1976 4507
GB_GCA_002841295.1 1119 1221 2340
GB_GCA_002772915.1 486 424 910
GB_GCA_002372775.1 915 676 1591
GB_GCA_002414205.1 904 1069 1973
GB_GCA_002455605.1 1046 1352 2398
GB_GCA_002404345.1 2193 1712 3905
GB_GCA_002790655.1 410 397 807
GB_GCA_002395105.1 318 317 635
GB_GCA_002414905.1 2135 1603 3738
GB_GCA_002421985.1 1302 1566 2868
GB_GCA_002841395.1 1376 1495 2871
GB_GCA_002439905.1 821 664 1485
GB_GCA_002481895.1 820 815 1635
GB_GCA_002483205.1 2540 2003 4543
GB_GCA_002691605.1 1037 941 1978
GB_GCA_002697825.1 778 926 1704
GB_GCA_002365855.1 1098 1276 2374
GB_GCA_002396125.1 977 700 1677
GB_GCA_002306385.1 313 325 638
GB_GCA_002362025.1 977 777 1754
GB_GCA_002839335.1 1606 1759 3365
GB_GCA_002729115.1 813 686 1499
GB_GCA_002481795.1 786 967 1753
GB_GCA_002451755.1 905 981 1886
GB_GCA_002292975.1 577 1086 1663
GB_GCA_002380425.1 1109 1175 2284
GB_GCA_002402545.1 1040 1218 2258
GB_GCA_002348925.1 467 375 842
GB_GCA_002449785.1 1014 707 1721
GB_GCA_002412425.1 1291 966 2257
GB_GCA_002450095.1 1108 982 2090
GB_GCA_002793135.1 201 258 459
GB_GCA_002395965.1 1174 821 1995
GB_GCA_002426905.1 2185 980 3165
GB_GCA_002349565.1 860 903 1763
GB_GCA_002371025.1 1253 1065 2318
GB_GCA_002774425.1 462 402 864
GB_GCA_002313655.1 1609 2196 3805
GB_GCA_002377085.1 319 305 624
GB_GCA_002723175.1 1064 923 1987
GB_GCA_002713405.1 857 873 1730
GB_GCA_002720975.1 1634 1183 2817
GB_GCA_002371115.1 1133 768 1901
GB_GCA_002786605.1 501 357 858
GB_GCA_002729295.1 1624 974 2598
GB_GCA_002314935.1 957 655 1612
GB_GCA_002391625.1 749 916 1665
GB_GCA_002448875.1 2130 1666 3796
GB_GCA_002700285.1 1159 969 2128
GB_GCA_002311465.1 1215 1119 2334
GB_GCA_002407725.1 1054 1101 2155
GB_GCA_002390165.1 1201 1049 2250
GB_GCA_002334885.1 2833 1410 4243
GB_GCA_002429595.1 1325 1272 2597
GB_GCA_002787815.1 1349 1206 2555
GB_GCA_002382605.1 836 1050 1886
GB_GCA_002429365.1 611 403 1014
GB_GCA_002360325.1 717 1298 2015
GB_GCA_002791235.1 830 918 1748
GB_GCA_002705055.1 1912 1275 3187
GB_GCA_002721895.1 1965 1253 3218
GB_GCA_002390455.1 741 858 1599
GB_GCA_002342035.1 1630 1688 3318
GB_GCA_002316875.1 814 1090 1904
GB_GCA_002437105.1 330 488 818
GB_GCA_002705185.1 753 934 1687
GB_GCA_002303765.1 2183 1405 3588
GB_GCA_002772615.1 597 329 926
GB_GCA_002386845.1 1158 1045 2203
GB_GCA_002480815.1 949 871 1820
GB_GCA_002438305.1 655 1243 1898
GB_GCA_002351045.1 1054 954 2008
GB_GCA_002316315.1 999 1081 2080
GB_GCA_002327445.1 1571 1842 3413
GB_GCA_002433065.1 844 1032 1876
GB_GCA_002841355.1 1096 1264 2360
GB_GCA_002282955.1 2104 1612 3716
GB_GCA_002731855.1 1021 723 1744
GB_GCA_002427405.1 892 1549 2441
GB_GCA_002309655.1 1284 891 2175
GB_GCA_002402465.1 1244 1150 2394
GB_GCA_002309615.1 1106 882 1988
GB_GCA_002841765.1 1209 1505 2714
GB_GCA_002349225.1 920 962 1882
GB_GCA_002329445.1 2087 1307 3394
GB_GCA_002840845.1 1308 1829 3137
GB_GCA_002256145.1 1840 2396 4236
GB_GCA_002291565.1 1133 1470 2603
GB_GCA_002788095.1 598 443 1041
GB_GCA_002788055.1 1385 1292 2677
GB_GCA_002774495.1 520 423 943
GB_GCA_002418885.1 836 1147 1983
GB_GCA_002389785.1 1295 842 2137
GB_GCA_002317175.1 854 1002 1856
GB_GCA_002317475.1 1201 873 2074
GB_GCA_002632265.1 665 981 1646
GB_GCA_002437815.1 784 1116 1900
GB_GCA_002434205.1 1003 3055 4058
GB_GCA_002715905.1 657 672 1329
GB_GCA_002696025.1 641 568 1209
GB_GCA_002376235.1 2148 2799 4947
GB_GCA_002328415.1 793 902 1695
GB_GCA_002784365.1 159 215 374
GB_GCA_002281715.1 2353 2406 4759
GB_GCA_002306335.1 475 512 987
GB_GCA_002632355.1 1328 1675 3003
GB_GCA_002399925.1 473 709 1182
GB_GCA_002790275.1 512 395 907
GB_GCA_002695115.1 1380 938 2318
GB_GCA_002790755.1 987 1044 2031
GB_GCA_002788455.1 250 311 561
GB_GCA_002238905.1 977 407 1384
GB_GCA_002395225.1 2477 1553 4030
GB_GCA_002423105.1 1602 1737 3339
GB_GCA_002375695.1 1297 1156 2453
GB_GCA_002448255.1 1106 1139 2245
GB_GCA_002398585.1 950 1181 2131
GB_GCA_002493165.1 1706 1407 3113
GB_GCA_002791595.1 1268 1144 2412
GB_GCA_002787635.1 1130 1074 2204
GB_GCA_002421905.1 1138 1081 2219
GB_GCA_002684095.1 1946 2076 4022
GB_GCA_002323995.1 1645 1313 2958
GB_GCA_002421945.1 881 1190 2071
GB_GCA_002305435.1 747 985 1732
GB_GCA_002293605.1 988 1009 1997
GB_GCA_002306875.1 1365 1974 3339
GB_GCA_002478275.1 868 847 1715
GB_GCA_002451695.1 972 764 1736
GB_GCA_002295025.1 1325 1376 2701
GB_GCA_002417825.1 304 599 903
GB_GCA_002456035.1 1469 1690 3159
GB_GCA_002785345.1 1078 421 1499
GB_GCA_002433225.1 332 471 803
GB_GCA_002476625.1 929 693 1622
GB_GCA_002438445.1 567 748 1315
GB_GCA_002410125.1 906 691 1597
GB_GCA_002291855.1 1108 1206 2314
GB_GCA_002789955.1 4318 1866 6184
GB_GCA_002341185.1 789 1269 2058
GB_GCA_002402575.1 873 1171 2044
GB_GCA_002792815.1 274 273 547
GB_GCA_002394985.1 642 870 1512
GB_GCA_002340565.1 261 681 942
GB_GCA_002299265.1 733 751 1484
GB_GCA_002842505.1 1628 1450 3078
GB_GCA_002429115.1 1885 1558 3443
GB_GCA_002436065.1 2709 2570 5279
GB_GCA_002862985.1 1602 1753 3355
GB_GCA_002411615.1 602 831 1433
GB_GCA_002345025.1 2066 1999 4065
GB_GCA_002478665.1 1926 1855 3781
GB_GCA_002358475.1 405 523 928
GB_GCA_002305075.1 696 963 1659
GB_GCA_002862465.1 1245 1723 2968
GB_GCA_002419025.1 707 1021 1728
GB_GCA_002414385.1 1161 1431 2592
GB_GCA_002471345.1 2749 1686 4435
GB_GCA_002340615.1 407 638 1045
GB_GCA_002782625.1 451 489 940
GB_GCA_002686765.1 935 991 1926
GB_GCA_002686085.1 1815 1245 3060
GB_GCA_002367105.1 2311 2945 5256
GB_GCA_002346745.1 738 1244 1982
GB_GCA_002778535.1 340 296 636
GB_GCA_002501185.1 863 1026 1889
GB_GCA_002296815.1 245 265 510
GB_GCA_002840975.1 1803 1463 3266
GB_GCA_002790515.1 411 342 753
GB_GCA_002721975.1 581 343 924
GB_GCA_002310155.1 1143 901 2044
GB_GCA_002423265.1 749 1117 1866
GB_GCA_002367285.1 1800 1560 3360
GB_GCA_002384365.1 1529 1898 3427
GB_GCA_002773795.1 834 766 1600
GB_GCA_002430545.1 507 729 1236
GB_GCA_002294005.1 655 846 1501
GB_GCA_002709395.1 1677 1084 2761
GB_GCA_002419815.1 1349 1495 2844
GB_GCA_002348745.1 547 953 1500
GB_GCA_002713845.1 1461 1864 3325
GB_GCA_002771515.1 349 307 656
GB_GCA_002401735.1 600 1085 1685
GB_GCA_002347265.1 1275 1437 2712
GB_GCA_002361875.1 750 931 1681
GB_GCA_002352265.1 2361 2295 4656
GB_GCA_002391185.1 1013 836 1849
GB_GCA_002479105.1 805 704 1509
GB_GCA_002349845.1 1141 866 2007
GB_GCA_002706205.1 1653 1089 2742
GB_GCA_002789055.1 380 332 712
GB_GCA_002421335.1 2236 2694 4930
GB_GCA_002454815.1 1079 1128 2207
GB_GCA_002329395.1 653 744 1397
GB_GCA_002338065.1 2115 3208 5323
GB_GCA_002420145.1 1789 1252 3041
GB_GCA_002729955.1 1407 2003 3410
GB_GCA_002749205.1 802 803 1605
GB_GCA_002435945.1 1332 1337 2669
GB_GCA_002379855.1 617 705 1322
GB_GCA_002784145.1 1389 1288 2677
GB_GCA_002365785.1 735 959 1694
GB_GCA_002389505.1 882 1610 2492
GB_GCA_002771845.1 1001 813 1814
GB_GCA_002426885.1 1547 473 2020
GB_GCA_002784625.1 657 399 1056
GB_GCA_002329625.1 831 1023 1854
GB_GCA_002748425.1 1301 1548 2849
GB_GCA_002839805.1 1675 1741 3416
GB_GCA_002327785.1 3392 1777 5169
GB_GCA_002340675.1 1049 1408 2457
GB_GCA_002708795.1 1291 1867 3158
GB_GCA_002491165.1 1142 890 2032
GB_GCA_002347855.1 1083 1159 2242
GB_GCA_002343325.1 1722 999 2721
GB_GCA_002373995.1 1027 784 1811
GB_GCA_002482645.1 1416 1516 2932
GB_GCA_002314775.1 1008 994 2002
GB_GCA_002452735.1 304 310 614
GB_GCA_002359975.1 389 777 1166
GB_GCA_002412705.1 1728 1407 3135
GB_GCA_002482505.1 1234 1462 2696
GB_GCA_002692965.1 1351 2025 3376
GB_GCA_002367415.1 785 992 1777
GB_GCA_002346265.1 836 1091 1927
GB_GCA_002715375.1 1349 1019 2368
GB_GCA_002371465.1 767 1169 1936
GB_GCA_002471825.1 1424 1280 2704
GB_GCA_002412645.1 388 303 691
GB_GCA_002435715.1 1873 2237 4110
GB_GCA_002383695.1 2301 2545 4846
GB_GCA_002343445.1 1977 1348 3325
GB_GCA_002394535.1 1022 892 1914
GB_GCA_002784865.1 543 405 948
GB_GCA_002453255.1 1560 1205 2765
GB_GCA_002309155.1 959 661 1620
GB_GCA_002388005.1 980 1393 2373
GB_GCA_002433965.1 371 318 689
GB_GCA_002709525.1 1184 1747 2931
GB_GCA_002425405.1 2029 1933 3962
GB_GCA_002771695.1 2183 1330 3513
GB_GCA_002422135.1 575 728 1303
GB_GCA_002440775.1 276 284 560
GB_GCA_002305655.1 1750 1221 2971
GB_GCA_002353115.1 972 905 1877
GB_GCA_002733205.1 2025 1848 3873
GB_GCA_002385475.1 790 1162 1952
GB_GCA_002353515.1 927 912 1839
GB_GCA_002424365.1 928 1291 2219
