Prokka_unannotated Prokka_annotated Prokka_CDSs KEGG_unannotated KEGG_annotated Pfam_unannotated Pfam_annotated KEGG_Pfam_CDSs
GB_GCA_002773105.1 556 434 990 661 432 341 752 1093
GB_GCA_002479245.1 2917 1358 4275 3048 1372 1707 2713 4420
GB_GCA_002472595.1 1338 1113 2451 1287 1243 561 1969 2530
GB_GCA_002690205.1 1087 1528 2615 1060 1622 429 2253 2682
GB_GCA_002405835.1 1558 1314 2872 1599 1290 619 2270 2889
GB_GCA_002364755.1 1807 2029 3836 1499 2340 696 3143 3839
GB_GCA_002358875.1 1821 1220 3041 1873 1263 808 2328 3136
GB_GCA_002298905.1 739 469 1208 258 335 160 433 593
GB_GCA_002405135.1 745 696 1441 683 769 316 1136 1452
GB_GCA_002709645.1 662 1132 1794 683 1163 267 1579 1846
GB_GCA_002372425.1 1142 760 1902 1078 839 541 1376 1917
GB_GCA_002786505.1 1139 1147 2286 1209 1183 531 1861 2392
GB_GCA_002367435.1 921 800 1721 978 812 531 1259 1790
GB_GCA_002279705.1 2268 2294 4562 2124 2643 880 3887 4767
GB_GCA_002349735.1 892 716 1608 1111 572 538 1145 1683
GB_GCA_002787375.1 349 331 680 380 337 192 525 717
GB_GCA_002328785.1 900 844 1744 796 960 384 1372 1756
GB_GCA_002698575.1 2131 1911 4042 2093 2047 919 3221 4140
GB_GCA_900185725.1 2017 2610 4627 1605 3071 568 4108 4676
GB_GCA_002449755.1 821 734 1555 850 773 396 1227 1623
GB_GCA_002423525.1 887 842 1729 1056 876 487 1445 1932
GB_GCA_002719235.1 377 732 1109 374 746 144 976 1120
GB_GCA_002403175.1 1580 1615 3195 1674 1711 693 2692 3385
GB_GCA_002343685.1 1465 1715 3180 1190 2007 480 2717 3197
GB_GCA_002480565.1 2930 1794 4724 2925 1817 1216 3526 4742
GB_GCA_002279895.1 1712 1383 3095 1946 1494 840 2600 3440
GB_GCA_002292375.1 758 1533 2291 631 1683 224 2090 2314
GB_GCA_002305725.1 1042 1107 2149 933 1231 423 1741 2164
GB_GCA_002454295.1 683 834 1517 639 890 209 1320 1529
GB_GCA_002840785.1 1796 2094 3890 1678 2287 664 3301 3965
GB_GCA_002378385.1 2044 2099 4143 1747 2432 806 3373 4179
GB_GCA_002770755.1 328 297 625 334 311 170 475 645
GB_GCA_002451555.1 1828 1080 2908 1736 1236 852 2120 2972
GB_GCA_002457515.1 284 685 969 238 736 85 889 974
GB_GCA_002778835.1 2456 1932 4388 2144 2312 1181 3275 4456
GB_GCA_002842345.1 1932 2344 4276 1821 2613 668 3766 4434
GB_GCA_002493905.1 1657 1344 3001 1533 1484 668 2349 3017
GB_GCA_002402875.1 810 1044 1854 828 1105 336 1597 1933
GB_GCA_002342585.1 1053 986 2039 981 1076 466 1591 2057
GB_GCA_002398105.1 1196 1580 2776 1138 1700 469 2369 2838
GB_GCA_002413705.1 377 296 673 374 310 217 467 684
GB_GCA_002719335.1 983 1351 2334 963 1409 443 1929 2372
GB_GCA_002697965.1 714 1208 1922 705 1277 258 1724 1982
GB_GCA_002717505.1 2521 1371 3892 2421 1510 1260 2671 3931
GB_GCA_002404845.1 571 789 1360 538 846 221 1163 1384
GB_GCA_002721305.1 714 1192 1906 727 1201 262 1666 1928
GB_GCA_002457715.1 392 581 973 389 627 150 866 1016
GB_GCA_002366635.1 755 723 1478 825 717 399 1143 1542
GB_GCA_002748325.1 379 673 1052 418 692 145 965 1110
GB_GCA_002726525.1 1147 1627 2774 1191 1671 506 2356 2862
GB_GCA_002788775.1 644 457 1101 610 502 371 741 1112
GB_GCA_002308435.1 518 569 1087 592 561 374 779 1153
GB_GCA_002420065.1 1327 908 2235 1403 921 831 1493 2324
GB_GCA_002331335.1 2040 1527 3567 1857 1720 936 2641 3577
GB_GCA_002720125.1 584 913 1497 566 965 242 1289 1531
GB_GCA_002441565.1 500 406 906 485 424 301 608 909
GB_GCA_002391235.1 1264 1026 2290 1137 1166 494 1809 2303
GB_GCA_002457315.1 524 702 1226 511 734 220 1025 1245
GB_GCA_002702255.1 393 521 914 400 566 196 770 966
GB_GCA_002774415.1 448 313 761 492 333 278 547 825
GB_GCA_002481055.1 989 793 1782 956 858 583 1231 1814
GB_GCA_002733705.1 1714 1588 3302 1511 1865 619 2757 3376
GB_GCA_002422845.1 816 603 1419 820 642 530 932 1462
GB_GCA_002348455.1 437 740 1177 443 783 185 1041 1226
GB_GCA_002481685.1 1096 906 2002 985 1051 412 1624 2036
GB_GCA_002373615.1 597 510 1107 626 542 394 774 1168
GB_GCA_002471575.1 1246 1793 3039 1064 2008 508 2564 3072
GB_GCA_002452695.1 873 952 1825 858 1015 378 1495 1873
GB_GCA_002317135.1 1169 964 2133 1097 1061 520 1638 2158
GB_GCA_002430515.1 531 893 1424 580 948 255 1273 1528
GB_GCA_002352705.1 1235 627 1862 1278 666 658 1286 1944
GB_GCA_002327325.1 951 1118 2069 950 1165 392 1723 2115
GB_GCA_002778705.1 499 362 861 512 369 283 598 881
GB_GCA_002788805.1 393 373 766 425 388 204 609 813
GB_GCA_002727895.1 727 1091 1818 721 1184 303 1602 1905
GB_GCA_002786385.1 1464 1185 2649 1330 1324 597 2057 2654
GB_GCA_002453275.1 718 1361 2079 867 1384 326 1925 2251
GB_GCA_002280875.1 1976 2007 3983 1807 2268 708 3367 4075
GB_GCA_002725355.1 702 1058 1760 699 1111 270 1540 1810
GB_GCA_002327405.1 1215 1459 2674 1270 1519 472 2317 2789
GB_GCA_002863645.1 1231 1620 2851 1050 1868 521 2397 2918
GB_GCA_002712065.1 359 849 1208 321 912 116 1117 1233
GB_GCA_002314795.1 993 774 1767 943 855 425 1373 1798
GB_GCA_002314635.1 759 717 1476 750 768 290 1228 1518
GB_GCA_002394525.1 975 963 1938 1095 998 416 1677 2093
GB_GCA_002780235.1 393 308 701 416 306 232 490 722
GB_GCA_002715085.1 2128 1335 3463 2030 1488 994 2524 3518
GB_GCA_002433055.1 623 914 1537 615 953 219 1349 1568
GB_GCA_002344075.1 2004 1460 3464 1922 1590 930 2582 3512
GB_GCA_002365915.1 1804 1882 3686 1794 2127 883 3038 3921
GB_GCA_002306005.1 832 944 1776 972 879 432 1419 1851
GB_GCA_002711625.1 555 864 1419 517 939 237 1219 1456
GB_GCA_002377295.1 1742 2067 3809 1485 2380 652 3213 3865
GB_GCA_002731505.1 1758 1560 3318 1558 1820 854 2524 3378
GB_GCA_002347655.1 1345 1218 2563 1243 1337 519 2061 2580
GB_GCA_002427055.1 981 1057 2038 1128 1003 507 1624 2131
GB_GCA_002790955.1 811 489 1300 792 517 478 831 1309
GB_GCA_002385055.1 347 742 1089 409 772 164 1017 1181
GB_GCA_002426025.1 2051 1425 3476 2132 1430 957 2605 3562
GB_GCA_002713525.1 947 1351 2298 943 1388 431 1900 2331
GB_GCA_002796345.1 938 935 1873 961 932 493 1400 1893
GB_GCA_002328295.1 610 385 995 598 423 348 673 1021
GB_GCA_002435145.1 1721 1870 3591 1556 2113 688 2981 3669
GB_GCA_002325265.1 1369 1220 2589 1320 1357 614 2063 2677
GB_GCA_002727615.1 551 1017 1568 519 1117 195 1441 1636
GB_GCA_002399025.1 1055 908 1963 1007 974 487 1494 1981
GB_GCA_002387865.1 1756 2010 3766 1378 2176 426 3128 3554
GB_GCA_002783205.1 1520 1788 3308 1268 2111 520 2859 3379
GB_GCA_002238505.1 2505 1590 4095 2408 1728 1365 2771 4136
GB_GCA_002413465.1 755 458 1213 760 482 464 778 1242
GB_GCA_002849775.1 700 1530 2230 616 1619 259 1976 2235
GB_GCA_002305395.1 291 311 602 305 308 187 426 613
GB_GCA_002469305.1 1367 1249 2616 1488 1285 708 2065 2773
GB_GCA_002405855.1 1198 755 1953 1169 911 576 1504 2080
GB_GCA_002455205.1 2118 2627 4745 2096 2673 828 3941 4769
GB_GCA_002238605.1 2134 1482 3616 2041 1622 956 2707 3663
GB_GCA_002369255.1 539 697 1236 568 737 219 1086 1305
GB_GCA_002773535.1 436 341 777 429 359 249 539 788
GB_GCA_002477945.1 1162 779 1941 1081 871 589 1363 1952
GB_GCA_002371235.1 344 303 647 339 322 177 484 661
GB_GCA_002360925.1 1452 1124 2576 1299 1285 615 1969 2584
GB_GCA_002787175.1 502 346 848 497 374 284 587 871
GB_GCA_002409845.1 553 596 1149 581 601 340 842 1182
GB_GCA_002371335.1 1031 1301 2332 1126 1334 453 2007 2460
GB_GCA_002714485.1 771 1140 1911 740 1210 305 1645 1950
GB_GCA_002713975.1 668 1035 1703 707 1047 257 1497 1754
GB_GCA_002786715.1 2590 1438 4028 2537 1571 1470 2638 4108
GB_GCA_002431815.1 964 982 1946 1053 1022 386 1689 2075
GB_GCA_002772875.1 789 453 1242 771 492 480 783 1263
GB_GCA_002360495.1 2471 1166 3637 2365 1283 1253 2395 3648
GB_GCA_002430685.1 455 363 818 460 400 292 568 860
GB_GCA_002257045.1 1394 1575 2969 1345 1741 524 2562 3086
GB_GCA_002437565.1 906 741 1647 957 793 424 1326 1750
GB_GCA_002781945.1 614 620 1234 870 649 363 1156 1519
GB_GCA_002690645.1 866 725 1591 908 716 532 1092 1624
GB_GCA_002338515.1 1586 1789 3375 1549 1967 613 2903 3516
GB_GCA_002427615.1 1323 1153 2476 1251 1277 579 1949 2528
GB_GCA_002781185.1 283 268 551 274 301 165 410 575
GB_GCA_002345545.1 1414 1679 3093 1190 1939 511 2618 3129
GB_GCA_002404115.1 702 924 1626 679 971 297 1353 1650
GB_GCA_002386405.1 1475 1706 3181 1459 1935 664 2730 3394
GB_GCA_002343645.1 492 396 888 430 460 299 591 890
GB_GCA_002715405.1 901 927 1828 896 985 475 1406 1881
GB_GCA_002699625.1 1083 1340 2423 1073 1412 457 2028 2485
GB_GCA_002707785.1 2071 2335 4406 1948 2506 802 3652 4454
GB_GCA_002842095.1 1662 1359 3021 1575 1444 716 2303 3019
GB_GCA_002703045.1 705 1049 1754 752 1088 316 1524 1840
GB_GCA_002455515.1 1125 1285 2410 1068 1402 506 1964 2470
GB_GCA_002399805.1 2579 1817 4396 2611 1906 1115 3402 4517
GB_GCA_002342025.1 629 1166 1795 574 1274 192 1656 1848
GB_GCA_002328885.1 706 811 1517 696 860 319 1237 1556
GB_GCA_002713485.1 530 899 1429 507 951 205 1253 1458
GB_GCA_002727235.1 796 1172 1968 756 1263 327 1692 2019
GB_GCA_002688175.1 1128 1300 2428 1049 1412 432 2029 2461
GB_GCA_002771505.1 980 1087 2067 1048 1208 442 1814 2256
GB_GCA_002387785.1 1463 1805 3268 1365 2043 600 2808 3408
GB_GCA_002481255.1 846 1150 1996 772 1246 297 1721 2018
GB_GCA_002817135.1 405 600 1005 427 613 171 869 1040
GB_GCA_002353475.1 1125 773 1898 1220 794 531 1483 2014
GB_GCA_002477435.1 1274 1003 2277 1318 1129 683 1764 2447
GB_GCA_002841175.1 1348 1525 2873 1046 1831 408 2469 2877
GB_GCA_002313665.1 1906 1163 3069 1831 1281 866 2246 3112
GB_GCA_002406095.1 1019 869 1888 1060 890 499 1451 1950
GB_GCA_002490465.1 1373 1174 2547 1335 1273 556 2052 2608
GB_GCA_002288455.1 1760 1464 3224 1651 1665 657 2659 3316
GB_GCA_002394365.1 1182 933 2115 1100 1026 536 1590 2126
GB_GCA_002420685.1 1841 1861 3702 1604 2159 797 2966 3763
GB_GCA_002478955.1 1209 968 2177 1153 1102 516 1739 2255
GB_GCA_002470835.1 1271 1079 2350 1372 1162 613 1921 2534
GB_GCA_002367155.1 1775 1987 3762 1590 2295 708 3177 3885
GB_GCA_002720485.1 561 919 1480 555 951 224 1282 1506
GB_GCA_002434055.1 505 392 897 448 455 312 591 903
GB_GCA_002473085.1 1425 1369 2794 1338 1539 559 2318 2877
GB_GCA_002729125.1 1151 1466 2617 1117 1549 462 2204 2666
GB_GCA_002435835.1 1945 2266 4211 2155 2343 848 3650 4498
GB_GCA_002428455.1 1060 1038 2098 1035 1119 428 1726 2154
GB_GCA_002716285.1 521 949 1470 499 1004 192 1311 1503
GB_GCA_002304675.1 482 373 855 441 437 291 587 878
GB_GCA_002390645.1 1298 882 2180 1290 957 633 1614 2247
GB_GCA_002696825.1 383 900 1283 370 956 135 1191 1326
GB_GCA_002380055.1 1662 1999 3661 1514 2209 672 3051 3723
GB_GCA_002354065.1 844 784 1628 785 860 370 1275 1645
GB_GCA_002841905.1 1701 843 2544 1916 871 1008 1779 2787
GB_GCA_002500765.1 2008 2492 4500 1861 2792 679 3974 4653
GB_GCA_002415785.1 1770 1226 2996 1699 1316 782 2233 3015
GB_GCA_002726075.1 561 968 1529 512 1059 229 1342 1571
GB_GCA_002772455.1 609 399 1008 708 423 384 747 1131
GB_GCA_002344305.1 1630 1669 3299 1834 1649 765 2718 3483
GB_GCA_002493755.1 695 746 1441 651 804 284 1171 1455
GB_GCA_002310055.1 896 832 1728 860 886 401 1345 1746
GB_GCA_002299965.1 531 707 1238 546 753 238 1061 1299
GB_GCA_002394755.1 715 759 1474 673 832 275 1230 1505
GB_GCA_002371375.1 1220 917 2137 1315 962 576 1701 2277
GB_GCA_002709265.1 553 532 1085 562 561 211 912 1123
GB_GCA_002710765.1 850 894 1744 831 967 470 1328 1798
GB_GCA_002361275.1 931 851 1782 865 935 426 1374 1800
GB_GCA_002402195.1 1151 683 1834 1142 749 699 1192 1891
GB_GCA_002364745.1 2063 2681 4744 1617 3139 680 4076 4756
GB_GCA_002437665.1 495 406 901 480 423 302 601 903
GB_GCA_002314685.1 659 826 1485 633 889 228 1294 1522
GB_GCA_002725445.1 839 812 1651 863 904 374 1393 1767
GB_GCA_002773575.1 480 406 886 501 421 272 650 922
GB_GCA_002790255.1 205 267 472 255 271 125 401 526
GB_GCA_002435595.1 1768 1975 3743 1585 2276 747 3114 3861
GB_GCA_002345425.1 561 827 1388 520 900 229 1191 1420
GB_GCA_002436595.1 913 743 1656 996 790 501 1285 1786
GB_GCA_002402165.1 1636 1074 2710 1577 1157 755 1979 2734
GB_GCA_002418355.1 2477 1878 4355 2358 2002 1041 3319 4360
GB_GCA_002482565.1 1977 1804 3781 1895 2052 906 3041 3947
GB_GCA_002753745.1 1165 1112 2277 1316 1112 601 1827 2428
GB_GCA_002701865.1 320 716 1036 333 719 163 889 1052
GB_GCA_002792355.1 519 378 897 597 384 297 684 981
GB_GCA_002451285.1 916 1094 2010 955 1100 454 1601 2055
GB_GCA_002773855.1 515 408 923 505 427 291 641 932
GB_GCA_002409285.1 1150 1571 2721 1127 1653 454 2326 2780
GB_GCA_002423705.1 1682 1925 3607 1666 1982 640 3008 3648
GB_GCA_002379495.1 1881 1163 3044 1967 1132 1171 1928 3099
GB_GCA_002432795.1 945 934 1879 889 1044 432 1501 1933
GB_GCA_002436085.1 926 943 1869 826 1058 397 1487 1884
GB_GCA_002381545.1 395 346 741 396 375 244 527 771
GB_GCA_002425775.1 1083 1472 2555 907 1677 341 2243 2584
GB_GCA_002632185.1 827 1279 2106 691 1433 267 1857 2124
GB_GCA_002722215.1 545 642 1187 531 680 208 1003 1211
GB_GCA_002329325.1 1361 1457 2818 1313 1543 484 2372 2856
GB_GCA_002368815.1 1012 889 1901 951 968 451 1468 1919
GB_GCA_002309475.1 799 683 1482 842 715 440 1117 1557
GB_GCA_002319875.1 1452 1594 3046 1514 1774 618 2670 3288
GB_GCA_002436405.1 902 862 1764 885 878 487 1276 1763
GB_GCA_002434745.1 433 339 772 427 360 270 517 787
GB_GCA_002441085.1 1075 105 1180 667 391 486 572 1058
GB_GCA_002774655.1 309 258 567 322 277 198 401 599
GB_GCA_002399935.1 975 1075 2050 932 1162 412 1682 2094
GB_GCA_002238725.1 1743 2221 3964 1440 2590 597 3433 4030
GB_GCA_002306055.1 883 992 1875 773 1113 363 1523 1886
GB_GCA_002384705.1 853 1149 2002 930 1210 453 1687 2140
GB_GCA_002716105.1 1328 1330 2658 1274 1436 689 2021 2710
GB_GCA_002390485.1 773 1404 2177 819 1478 311 1986 2297
GB_GCA_002403055.1 966 915 1881 1058 964 444 1578 2022
GB_GCA_002796125.1 779 988 1767 861 990 331 1520 1851
GB_GCA_002715585.1 1182 773 1955 1156 814 781 1189 1970
GB_GCA_002355235.1 744 511 1255 766 511 436 841 1277
GB_GCA_002839155.1 864 935 1799 769 1043 364 1448 1812
GB_GCA_002718895.1 532 676 1208 527 714 223 1018 1241
GB_GCA_002493785.1 886 817 1703 888 864 398 1354 1752
GB_GCA_002783105.1 587 428 1015 611 449 322 738 1060
GB_GCA_002322415.1 342 392 734 370 392 193 569 762
GB_GCA_002342365.1 839 1432 2271 657 1640 254 2043 2297
GB_GCA_002316215.1 1414 1328 2742 1449 1466 593 2322 2915
GB_GCA_002687905.1 309 306 615 320 307 196 431 627
GB_GCA_002746605.1 940 1121 2061 937 1210 434 1713 2147
GB_GCA_002298355.1 592 663 1255 576 689 251 1014 1265
GB_GCA_002396205.1 1571 876 2447 1571 970 749 1792 2541
GB_GCA_002343265.1 1176 909 2085 1052 1043 615 1480 2095
GB_GCA_002452295.1 1200 1391 2591 1161 1500 499 2162 2661
GB_GCA_002403385.1 692 1073 1765 669 1151 296 1524 1820
GB_GCA_002305755.1 739 1083 1822 727 1145 263 1609 1872
GB_GCA_002424525.1 1668 1451 3119 1797 1494 762 2529 3291
GB_GCA_002314835.1 697 687 1384 691 721 303 1109 1412
GB_GCA_002708445.1 681 759 1440 660 825 277 1208 1485
GB_GCA_002686445.1 560 376 936 600 368 361 607 968
GB_GCA_002796975.1 1873 2295 4168 1574 2614 588 3600 4188
GB_GCA_002713045.1 397 629 1026 409 638 201 846 1047
GB_GCA_002449505.1 1384 832 2216 1413 884 686 1611 2297
GB_GCA_002701605.1 311 757 1068 311 773 121 963 1084
GB_GCA_002697665.1 300 676 976 340 653 154 839 993
GB_GCA_002402965.1 1311 1268 2579 1249 1380 519 2110 2629
GB_GCA_002309375.1 960 759 1719 974 772 417 1329 1746
GB_GCA_002416285.1 890 614 1504 875 643 469 1049 1518
GB_GCA_002353715.1 991 879 1870 1071 896 448 1519 1967
GB_GCA_002279935.1 2679 1664 4343 2379 2015 1333 3061 4394
GB_GCA_002257205.1 2685 2221 4906 2651 2629 1103 4177 5280
GB_GCA_002436685.1 943 813 1756 1048 862 447 1463 1910
GB_GCA_002697625.1 732 761 1493 698 832 327 1203 1530
GB_GCA_002701365.1 606 711 1317 582 760 238 1104 1342
GB_GCA_002483055.1 1601 1640 3241 1622 1850 762 2710 3472
GB_GCA_002317435.1 1260 809 2069 1293 848 619 1522 2141
GB_GCA_002727295.1 641 986 1627 628 1029 253 1404 1657
GB_GCA_002428285.1 502 331 833 527 362 299 590 889
GB_GCA_002454225.1 1062 1501 2563 1055 1657 383 2329 2712
GB_GCA_002726155.1 1422 1842 3264 1209 2069 485 2793 3278
GB_GCA_002693335.1 758 832 1590 782 885 325 1342 1667
GB_GCA_002278855.1 919 1355 2274 741 1544 314 1971 2285
GB_GCA_002706465.1 423 484 907 450 506 194 762 956
GB_GCA_002347755.1 596 757 1353 566 806 265 1107 1372
GB_GCA_002423395.1 910 982 1892 849 1051 383 1517 1900
GB_GCA_002399265.1 1337 1273 2610 1266 1360 512 2114 2626
GB_GCA_002422065.1 1449 1079 2528 1676 1116 935 1857 2792
GB_GCA_002401225.1 1475 798 2273 1475 837 819 1493 2312
GB_GCA_002360675.1 943 1216 2159 1127 1278 501 1904 2405
GB_GCA_002784385.1 258 219 477 295 257 151 401 552
GB_GCA_002686365.1 608 328 936 595 358 416 537 953
GB_GCA_002484125.1 1326 2459 3785 1026 2765 351 3440 3791
GB_GCA_002422305.1 1470 171 1641 905 425 591 739 1330
GB_GCA_002733025.1 978 1744 2722 890 1874 368 2396 2764
GB_GCA_002308895.1 570 738 1308 643 735 299 1079 1378
GB_GCA_002382525.1 2225 1397 3622 2196 1538 1110 2624 3734
GB_GCA_002431265.1 713 627 1340 713 672 322 1063 1385
GB_GCA_002838065.1 2691 2931 5622 2807 2878 1209 4476 5685
GB_GCA_002711125.1 699 813 1512 656 869 286 1239 1525
GB_GCA_002393555.1 1419 965 2384 1362 1051 648 1765 2413
GB_GCA_002294105.1 1349 1216 2565 1323 1332 621 2034 2655
GB_GCA_002383725.1 2106 2930 5036 1890 3239 772 4357 5129
GB_GCA_002698845.1 371 865 1236 311 941 119 1133 1252
GB_GCA_002685915.1 1229 2261 3490 1060 2455 380 3135 3515
GB_GCA_002696965.1 367 452 819 389 478 155 712 867
GB_GCA_002414505.1 1657 1518 3175 1505 1734 639 2600 3239
GB_GCA_002685115.1 514 632 1146 550 686 242 994 1236
GB_GCA_002448335.1 746 828 1574 824 924 314 1434 1748
GB_GCA_002396065.1 444 774 1218 500 802 146 1156 1302
GB_GCA_002720635.1 884 792 1676 859 860 396 1323 1719
GB_GCA_002790115.1 560 438 998 635 436 367 704 1071
GB_GCA_002491305.1 883 824 1707 821 906 372 1355 1727
GB_GCA_002796325.1 863 981 1844 843 1021 428 1436 1864
GB_GCA_002408105.1 1277 1376 2653 1309 1462 663 2108 2771
GB_GCA_002362485.1 1226 917 2143 1211 1009 592 1628 2220
GB_GCA_002309345.1 1228 1219 2447 1162 1325 606 1881 2487
GB_GCA_002411345.1 1289 1154 2443 1218 1267 533 1952 2485
GB_GCA_002304855.1 168 259 427 186 256 95 347 442
GB_GCA_002329365.1 935 1027 1962 888 1093 355 1626 1981
GB_GCA_002706765.1 4154 2082 6236 3940 2313 1933 4320 6253
GB_GCA_002430285.1 1069 1290 2359 1366 1169 495 2040 2535
GB_GCA_002737705.1 809 830 1639 736 926 363 1299 1662
GB_GCA_002718715.1 831 562 1393 889 544 531 902 1433
GB_GCA_002469915.1 1242 1118 2360 1369 1217 601 1985 2586
GB_GCA_002708105.1 287 710 997 309 713 147 875 1022
GB_GCA_002689185.1 586 752 1338 591 801 263 1129 1392
GB_GCA_002437585.1 1034 1086 2120 933 1212 394 1751 2145
GB_GCA_002690685.1 1080 1765 2845 876 2021 325 2572 2897
GB_GCA_002710495.1 674 729 1403 664 798 307 1155 1462
GB_GCA_002482725.1 2184 1340 3524 2190 1419 1072 2537 3609
GB_GCA_002747515.1 575 450 1025 591 467 319 739 1058
GB_GCA_002354555.1 1133 1594 2727 1042 1771 423 2390 2813
GB_GCA_002420945.1 346 751 1097 412 726 153 985 1138
GB_GCA_002358895.1 466 716 1182 561 680 203 1038 1241
GB_GCA_002316595.1 563 789 1352 541 831 228 1144 1372
GB_GCA_002315975.1 759 834 1593 696 908 243 1361 1604
GB_GCA_002344715.1 564 402 966 533 438 366 605 971
GB_GCA_002350345.1 578 743 1321 530 803 194 1139 1333
GB_GCA_002450835.1 402 793 1195 388 835 148 1075 1223
GB_GCA_002335875.1 1394 880 2274 1490 914 722 1682 2404
GB_GCA_002779045.1 1443 1022 2465 1563 1055 786 1832 2618
GB_GCA_002401955.1 2319 1181 3500 2267 1284 1136 2415 3551
GB_GCA_002730655.1 637 542 1179 692 581 368 905 1273
GB_GCA_002716725.1 584 583 1167 581 612 340 853 1193
GB_GCA_002351735.1 1331 1083 2414 1235 1195 604 1826 2430
GB_GCA_002737625.1 569 646 1215 562 703 247 1018 1265
GB_GCA_002367305.1 829 909 1738 945 896 405 1436 1841
GB_GCA_002709565.1 1011 1120 2131 921 1236 474 1683 2157
GB_GCA_002393675.1 663 1198 1861 638 1264 227 1675 1902
GB_GCA_002296975.1 2065 1150 3215 2185 1204 1157 2232 3389
GB_GCA_002730985.1 610 621 1231 644 670 318 996 1314
GB_GCA_002373755.1 1299 835 2134 1356 901 630 1627 2257
GB_GCA_002700335.1 1121 941 2062 1103 999 589 1513 2102
GB_GCA_002432025.1 690 732 1422 643 790 296 1137 1433
GB_GCA_002382615.1 388 671 1059 373 706 176 903 1079
GB_GCA_002297165.1 943 680 1623 998 777 424 1351 1775
GB_GCA_002375965.1 1235 1550 2785 1283 1633 554 2362 2916
GB_GCA_002373855.1 909 764 1673 1016 870 457 1429 1886
GB_GCA_002393545.1 578 831 1409 593 872 223 1242 1465
GB_GCA_002687895.1 397 354 751 387 375 229 533 762
GB_GCA_002350025.1 938 799 1737 915 892 395 1412 1807
GB_GCA_002281975.1 1410 1636 3046 1218 1907 491 2634 3125
GB_GCA_002308235.1 985 948 1933 1046 988 453 1581 2034
GB_GCA_002351015.1 1572 1040 2612 1465 1159 782 1842 2624
GB_GCA_002718035.1 495 601 1096 465 638 198 905 1103
GB_GCA_002341805.1 857 942 1799 949 944 441 1452 1893
GB_GCA_002328665.1 979 1191 2170 948 1279 388 1839 2227
GB_GCA_002400975.1 1511 853 2364 1528 863 721 1670 2391
GB_GCA_002772595.1 553 418 971 542 440 299 683 982
GB_GCA_002403095.1 1025 1083 2108 918 1212 392 1738 2130
GB_GCA_002377605.1 994 1106 2100 1130 1170 462 1838 2300
GB_GCA_002476575.1 617 702 1319 653 712 307 1058 1365
GB_GCA_002696275.1 795 784 1579 776 850 378 1248 1626
GB_GCA_002328495.1 1063 1290 2353 901 1454 379 1976 2355
GB_GCA_002705205.1 496 566 1062 463 617 210 870 1080
GB_GCA_002390155.1 577 712 1289 564 779 249 1094 1343
GB_GCA_002688065.1 484 324 808 478 339 321 496 817
GB_GCA_002412885.1 2303 1535 3838 2243 1660 1048 2855 3903
GB_GCA_002396335.1 685 651 1336 655 704 265 1094 1359
GB_GCA_002721545.1 616 1237 1853 625 1256 276 1605 1881
GB_GCA_002295535.1 1469 1822 3291 1351 2023 518 2856 3374
GB_GCA_002714645.1 291 279 570 300 290 166 424 590
GB_GCA_002737665.1 662 707 1369 664 750 292 1122 1414
GB_GCA_002733155.1 1261 1084 2345 1131 1234 560 1805 2365
GB_GCA_002732645.1 863 824 1687 910 880 429 1361 1790
GB_GCA_002425415.1 1047 1048 2095 931 1182 494 1619 2113
GB_GCA_002719155.1 587 767 1354 548 825 242 1131 1373
GB_GCA_002786175.1 1461 1101 2562 1369 1222 805 1786 2591
GB_GCA_002771445.1 526 455 981 557 471 321 707 1028
GB_GCA_002473305.1 854 1108 1962 857 1231 390 1698 2088
GB_GCA_002452515.1 1275 1085 2360 1259 1144 641 1762 2403
GB_GCA_002716625.1 1661 1222 2883 1618 1311 854 2075 2929
GB_GCA_002433205.1 733 1477 2210 667 1616 198 2085 2283
GB_GCA_002298815.1 1178 764 1942 1104 838 545 1397 1942
GB_GCA_002390145.1 491 746 1237 559 761 252 1068 1320
GB_GCA_002347035.1 721 942 1663 667 1021 301 1387 1688
GB_GCA_002282945.1 2544 1723 4267 2412 1940 1179 3173 4352
GB_GCA_002701115.1 560 659 1219 607 650 363 894 1257
